Attribut,Datum,Kvalitet,Kvalitet.1,Matning,Vindriktning
Vindhastighet,1577293200,G,G,0.0,0.0
Vindhastighet,1577296800,G,G,1.0,270.0
Vindhastighet,1577300400,G,G,2.0,280.0
Vindhastighet,1577304000,G,G,3.0,280.0
Vindhastighet,1577307600,G,G,4.0,280.0
Vindhastighet,1577311200,G,G,3.0,280.0
Vindhastighet,1577314800,G,G,3.0,310.0
Vindhastighet,1577318400,G,G,2.0,310.0
Vindhastighet,1577322000,G,G,2.0,320.0
Vindhastighet,1577325600,G,G,4.0,330.0
Vindhastighet,1577329200,G,G,2.0,320.0
Vindhastighet,1577332800,G,G,3.0,340.0
Vindhastighet,1577336400,G,G,3.0,360.0
Vindhastighet,1577340000,G,G,2.0,10.0
Vindhastighet,1577343600,G,G,2.0,330.0
Vindhastighet,1577347200,G,G,3.0,330.0
Vindhastighet,1577350800,G,G,2.0,320.0
Vindhastighet,1577354400,G,G,3.0,320.0
Vindhastighet,1577358000,G,G,3.0,330.0
Vindhastighet,1577361600,G,G,3.0,340.0
Vindhastighet,1577365200,G,G,2.0,320.0
Vindhastighet,1577368800,G,G,2.0,310.0
Vindhastighet,1577372400,G,G,2.0,320.0
Vindhastighet,1577376000,G,G,3.0,360.0
Vindhastighet,1577379600,G,G,3.0,10.0
Vindhastighet,1577383200,G,G,3.0,10.0
Vindhastighet,1577386800,G,G,4.0,360.0
Vindhastighet,1577390400,G,G,3.0,20.0
Vindhastighet,1577394000,G,G,3.0,20.0
Vindhastighet,1577397600,G,G,3.0,20.0
Vindhastighet,1577401200,G,G,3.0,20.0
Vindhastighet,1577404800,G,G,3.0,20.0
Vindhastighet,1577408400,G,G,3.0,20.0
Vindhastighet,1577412000,G,G,4.0,10.0
Vindhastighet,1577415600,G,G,4.0,360.0
Vindhastighet,1577419200,G,G,4.0,10.0
Vindhastighet,1577422800,G,G,3.0,10.0
Vindhastighet,1577426400,G,G,4.0,10.0
Vindhastighet,1577430000,G,G,4.0,10.0
Vindhastighet,1577433600,G,G,4.0,360.0
Vindhastighet,1577437200,G,G,5.0,10.0
Vindhastighet,1577440800,G,G,4.0,360.0
Vindhastighet,1577444400,G,G,5.0,10.0
Vindhastighet,1577448000,G,G,4.0,10.0
Vindhastighet,1577451600,G,G,5.0,30.0
Vindhastighet,1577455200,G,G,4.0,20.0
Vindhastighet,1577458800,G,G,5.0,30.0
Vindhastighet,1577462400,G,G,3.0,20.0
Vindhastighet,1577466000,G,G,5.0,350.0
Vindhastighet,1577469600,G,G,5.0,350.0
Vindhastighet,1577473200,G,G,4.0,360.0
Vindhastighet,1577476800,G,G,4.0,360.0
Vindhastighet,1577480400,G,G,4.0,350.0
Vindhastighet,1577484000,G,G,4.0,340.0
Vindhastighet,1577487600,G,G,4.0,330.0
Vindhastighet,1577491200,G,G,4.0,340.0
Vindhastighet,1577494800,G,G,4.0,340.0
Vindhastighet,1577498400,G,G,4.0,350.0
Vindhastighet,1577502000,G,G,4.0,350.0
Vindhastighet,1577505600,G,G,4.0,340.0
Vindhastighet,1577509200,G,G,3.0,340.0
Vindhastighet,1577512800,G,G,3.0,340.0
Vindhastighet,1577516400,G,G,4.0,340.0
Vindhastighet,1577520000,G,G,4.0,340.0
Vindhastighet,1577523600,G,G,4.0,340.0
Vindhastighet,1577527200,G,G,3.0,340.0
Vindhastighet,1577530800,G,G,3.0,360.0
Vindhastighet,1577534400,G,G,2.0,350.0
Vindhastighet,1577538000,G,G,3.0,340.0
Vindhastighet,1577541600,G,G,2.0,360.0
Vindhastighet,1577545200,G,G,0.0,0.0
Vindhastighet,1577548800,G,G,1.0,310.0
Vindhastighet,1577552400,G,G,0.0,0.0
Vindhastighet,1577556000,G,G,0.0,0.0
Vindhastighet,1577559600,G,G,1.0,290.0
Vindhastighet,1577563200,G,G,2.0,280.0
Vindhastighet,1577566800,G,G,2.0,300.0
Vindhastighet,1577570400,G,G,4.0,280.0
Vindhastighet,1577574000,G,G,3.0,300.0
Vindhastighet,1577577600,G,G,6.0,250.0
Vindhastighet,1577581200,G,G,7.0,260.0
Vindhastighet,1577584800,G,G,7.0,250.0
Vindhastighet,1577588400,G,G,7.0,250.0
Vindhastighet,1577592000,G,G,7.0,240.0
Vindhastighet,1577595600,G,G,7.0,240.0
Vindhastighet,1577599200,G,G,7.0,240.0
Vindhastighet,1577602800,G,G,8.0,240.0
Vindhastighet,1577606400,G,G,8.0,240.0
Vindhastighet,1577610000,G,G,9.0,240.0
Vindhastighet,1577613600,G,G,9.0,250.0
Vindhastighet,1577617200,G,G,10.0,250.0
Vindhastighet,1577620800,G,G,10.0,240.0
Vindhastighet,1577624400,G,G,9.0,240.0
Vindhastighet,1577628000,G,G,8.0,240.0
Vindhastighet,1577631600,G,G,8.0,240.0
Vindhastighet,1577635200,G,G,9.0,240.0
Vindhastighet,1577638800,G,G,8.0,250.0
Vindhastighet,1577642400,G,G,9.0,240.0
Vindhastighet,1577646000,G,G,10.0,250.0
Vindhastighet,1577649600,G,G,10.0,240.0
Vindhastighet,1577653200,G,G,10.0,240.0
Vindhastighet,1577656800,G,G,12.0,250.0
Vindhastighet,1577660400,G,G,12.0,250.0
Vindhastighet,1577664000,G,G,11.0,250.0
Vindhastighet,1577667600,G,G,11.0,250.0
Vindhastighet,1577671200,G,G,10.0,250.0
Vindhastighet,1577674800,G,G,12.0,250.0
Vindhastighet,1577678400,G,G,11.0,260.0
Vindhastighet,1577682000,G,G,10.0,250.0
Vindhastighet,1577685600,G,G,10.0,250.0
Vindhastighet,1577689200,G,G,9.0,260.0
Vindhastighet,1577692800,G,G,12.0,250.0
Vindhastighet,1577696400,G,G,10.0,260.0
Vindhastighet,1577700000,G,G,10.0,260.0
Vindhastighet,1577703600,G,G,9.0,250.0
Vindhastighet,1577707200,G,G,9.0,250.0
Vindhastighet,1577710800,G,G,11.0,250.0
Vindhastighet,1577718000,G,G,10.0,250.0
Vindhastighet,1577721600,G,G,10.0,250.0
Vindhastighet,1577725200,G,G,10.0,240.0
Vindhastighet,1577728800,G,G,12.0,250.0
Vindhastighet,1577732400,G,G,10.0,250.0
Vindhastighet,1577736000,G,G,9.0,260.0
Vindhastighet,1577739600,G,G,8.0,260.0
Vindhastighet,1577743200,G,G,7.0,280.0
Vindhastighet,1577746800,G,G,8.0,280.0
Vindhastighet,1577750400,G,G,9.0,290.0
Vindhastighet,1577754000,G,G,9.0,290.0
Vindhastighet,1577757600,G,G,8.0,300.0
Vindhastighet,1577761200,G,G,9.0,300.0
Vindhastighet,1577764800,G,G,8.0,300.0
Vindhastighet,1577768400,G,G,6.0,310.0
Vindhastighet,1577772000,G,G,5.0,300.0
Vindhastighet,1577775600,G,G,5.0,310.0
Vindhastighet,1577779200,G,G,5.0,320.0
Vindhastighet,1577782800,G,G,6.0,320.0
Vindhastighet,1577786400,G,G,6.0,320.0
Vindhastighet,1577790000,G,G,5.0,330.0
Vindhastighet,1577793600,G,G,5.0,330.0
Vindhastighet,1577797200,G,G,4.0,320.0
Vindhastighet,1577800800,G,G,3.0,310.0
Vindhastighet,1577804400,G,G,2.0,310.0
Vindhastighet,1577808000,G,G,3.0,300.0
Vindhastighet,1577811600,G,G,4.0,280.0
Vindhastighet,1577815200,G,G,5.0,300.0
Vindhastighet,1577818800,G,G,3.0,300.0
Vindhastighet,1577822400,G,G,3.0,300.0
Vindhastighet,1577826000,G,G,3.0,280.0
Vindhastighet,1577829600,G,G,3.0,300.0
Vindhastighet,1577833200,G,G,3.0,280.0
