Attribut,Datum,Kvalitet,Kvalitet.1,Matning,Vindriktning
Lufttemperatur,1573776000,G,,6.4,
Lufttemperatur,1573779600,G,,6.2,
Lufttemperatur,1573783200,G,,6.1,
Lufttemperatur,1573786800,G,,7.0,
Lufttemperatur,1573790400,G,,7.6,
Lufttemperatur,1573794000,G,,6.9,
Lufttemperatur,1573797600,G,,7.9,
Lufttemperatur,1573801200,G,,8.4,
Lufttemperatur,1573804800,G,,8.4,
Lufttemperatur,1573808400,G,,8.5,
Lufttemperatur,1573812000,G,,8.3,
Lufttemperatur,1573815600,G,,8.3,
Lufttemperatur,1573819200,G,,8.3,
Lufttemperatur,1573822800,G,,8.1,
Lufttemperatur,1573826400,G,,8.0,
Lufttemperatur,1573830000,G,,8.1,
Lufttemperatur,1573833600,G,,7.9,
Lufttemperatur,1573837200,G,,8.3,
Lufttemperatur,1573840800,G,,8.4,
Lufttemperatur,1573844400,G,,8.7,
Lufttemperatur,1573848000,G,,8.8,
Lufttemperatur,1573851600,G,,9.0,
Lufttemperatur,1573855200,G,,8.7,
Lufttemperatur,1573858800,G,,8.7,
Lufttemperatur,1573862400,G,,8.6,
Lufttemperatur,1573866000,G,,8.5,
Lufttemperatur,1573869600,G,,8.5,
Lufttemperatur,1573873200,G,,8.4,
Lufttemperatur,1573876800,G,,8.5,
Lufttemperatur,1573880400,G,,8.6,
Lufttemperatur,1573884000,G,,8.8,
Lufttemperatur,1573887600,G,,8.8,
Lufttemperatur,1573891200,G,,8.8,
Lufttemperatur,1573894800,G,,9.0,
Lufttemperatur,1573898400,G,,9.1,
Lufttemperatur,1573902000,G,,9.0,
Lufttemperatur,1573905600,G,,9.1,
Lufttemperatur,1573909200,G,,9.4,
Lufttemperatur,1573912800,G,,9.6,
Lufttemperatur,1573916400,G,,9.9,
Lufttemperatur,1573920000,G,,9.9,
Lufttemperatur,1573923600,G,,9.4,
Lufttemperatur,1573927200,G,,8.9,
Lufttemperatur,1573930800,G,,7.8,
Lufttemperatur,1573934400,G,,7.8,
Lufttemperatur,1573938000,G,,7.7,
Lufttemperatur,1573941600,G,,8.0,
Lufttemperatur,1573945200,G,,8.3,
Lufttemperatur,1573948800,G,,8.3,
Lufttemperatur,1573952400,G,,8.4,
Lufttemperatur,1573956000,G,,8.1,
Lufttemperatur,1573959600,G,,8.0,
Lufttemperatur,1573963200,G,,7.9,
Lufttemperatur,1573966800,G,,7.7,
Lufttemperatur,1573970400,G,,7.6,
Lufttemperatur,1573974000,G,,7.6,
Lufttemperatur,1573977600,G,,7.7,
Lufttemperatur,1573981200,G,,8.0,
Lufttemperatur,1573984800,G,,8.3,
Lufttemperatur,1573988400,G,,8.5,
Lufttemperatur,1573992000,G,,8.0,
Lufttemperatur,1573995600,G,,7.9,
Lufttemperatur,1573999200,G,,7.7,
Lufttemperatur,1574002800,G,,7.4,
Lufttemperatur,1574006400,G,,7.5,
Lufttemperatur,1574010000,G,,7.6,
Lufttemperatur,1574013600,G,,7.8,
Lufttemperatur,1574017200,G,,8.2,
Lufttemperatur,1574020800,G,,8.5,
Lufttemperatur,1574024400,G,,8.6,
Lufttemperatur,1574028000,G,,8.3,
Lufttemperatur,1574031600,G,,8.6,
Lufttemperatur,1574035200,G,,8.9,
Lufttemperatur,1574038800,G,,8.8,
Lufttemperatur,1574042400,G,,8.6,
Lufttemperatur,1574046000,G,,8.4,
Lufttemperatur,1574049600,G,,8.4,
Lufttemperatur,1574053200,G,,8.6,
Lufttemperatur,1574056800,G,,8.6,
Lufttemperatur,1574060400,G,,8.6,
Lufttemperatur,1574064000,G,,8.8,
Lufttemperatur,1574067600,G,,9.0,
Lufttemperatur,1574071200,G,,9.2,
Lufttemperatur,1574074800,G,,9.2,
Lufttemperatur,1574078400,G,,9.2,
Lufttemperatur,1574082000,G,,8.9,
Lufttemperatur,1574085600,G,,8.9,
Lufttemperatur,1574089200,G,,9.0,
Lufttemperatur,1574092800,G,,8.9,
Lufttemperatur,1574096400,G,,9.1,
Lufttemperatur,1574100000,G,,9.3,
Lufttemperatur,1574103600,G,,9.4,
Lufttemperatur,1574107200,G,,9.3,
Lufttemperatur,1574110800,G,,9.2,
Lufttemperatur,1574114400,G,,9.0,
Lufttemperatur,1574118000,G,,8.6,
Lufttemperatur,1574121600,G,,8.6,
Lufttemperatur,1574125200,G,,8.5,
Lufttemperatur,1574128800,G,,8.4,
Lufttemperatur,1574132400,G,,8.2,
Lufttemperatur,1574136000,G,,7.9,
Lufttemperatur,1574139600,G,,8.0,
Lufttemperatur,1574143200,G,,7.9,
Lufttemperatur,1574146800,G,,7.9,
Lufttemperatur,1574150400,G,,7.7,
Lufttemperatur,1574154000,G,,7.2,
Lufttemperatur,1574157600,G,,7.4,
Lufttemperatur,1574161200,G,,7.5,
Lufttemperatur,1574164800,G,,8.1,
Lufttemperatur,1574168400,G,,8.2,
Lufttemperatur,1574172000,G,,8.5,
Lufttemperatur,1574175600,G,,8.5,
Lufttemperatur,1574179200,G,,8.4,
Lufttemperatur,1574182800,G,,8.7,
Lufttemperatur,1574186400,G,,8.7,
Lufttemperatur,1574190000,G,,8.6,
Lufttemperatur,1574193600,G,,8.6,
Lufttemperatur,1574197200,G,,8.5,
Lufttemperatur,1574200800,G,,8.4,
Lufttemperatur,1574204400,G,,8.3,
Lufttemperatur,1574208000,G,,8.1,
Lufttemperatur,1574211600,G,,7.6,
Lufttemperatur,1574215200,G,,7.2,
Lufttemperatur,1574218800,G,,7.3,
Lufttemperatur,1574222400,G,,7.0,
Lufttemperatur,1574226000,G,,6.9,
Lufttemperatur,1574229600,G,,6.4,
Lufttemperatur,1574233200,G,,6.7,
Lufttemperatur,1574236800,G,,7.4,
Lufttemperatur,1574240400,G,,8.6,
Lufttemperatur,1574244000,G,,8.8,
Lufttemperatur,1574247600,G,,9.1,
Lufttemperatur,1574251200,G,,8.8,
Lufttemperatur,1574254800,G,,8.6,
Lufttemperatur,1574258400,G,,8.5,
Lufttemperatur,1574262000,G,,8.3,
Lufttemperatur,1574265600,G,,8.5,
Lufttemperatur,1574269200,G,,8.5,
Lufttemperatur,1574272800,G,,8.4,
Lufttemperatur,1574276400,G,,8.5,
Lufttemperatur,1574280000,G,,8.4,
Lufttemperatur,1574283600,G,,8.3,
Lufttemperatur,1574287200,G,,8.3,
Lufttemperatur,1574290800,G,,8.3,
Lufttemperatur,1574294400,G,,8.2,
Lufttemperatur,1574298000,G,,8.6,
Lufttemperatur,1574301600,G,,8.7,
Lufttemperatur,1574305200,G,,8.6,
Lufttemperatur,1574308800,G,,9.1,
Lufttemperatur,1574312400,G,,9.1,
Lufttemperatur,1574316000,G,,9.0,
Lufttemperatur,1574319600,G,,9.1,
Lufttemperatur,1574323200,G,,9.1,
Lufttemperatur,1574326800,G,,9.1,
Lufttemperatur,1574330400,G,,9.1,
Lufttemperatur,1574334000,G,,9.0,
Lufttemperatur,1574337600,G,,8.8,
Lufttemperatur,1574341200,G,,8.7,
Lufttemperatur,1574344800,G,,8.7,
Lufttemperatur,1574348400,G,,8.6,
Lufttemperatur,1574352000,G,,8.5,
Lufttemperatur,1574355600,G,,8.4,
Lufttemperatur,1574359200,G,,8.2,
Lufttemperatur,1574362800,G,,8.2,
Lufttemperatur,1574366400,G,,8.3,
Lufttemperatur,1574370000,G,,8.2,
Lufttemperatur,1574373600,G,,8.1,
Lufttemperatur,1574377200,G,,8.0,
Lufttemperatur,1574380800,G,,7.6,
Lufttemperatur,1574384400,G,,7.4,
Lufttemperatur,1574388000,G,,7.4,
Lufttemperatur,1574391600,G,,7.5,
Lufttemperatur,1574395200,G,,7.2,
Lufttemperatur,1574398800,G,,7.6,
Lufttemperatur,1574402400,G,,7.4,
Lufttemperatur,1574406000,G,,7.7,
Lufttemperatur,1574409600,G,,7.5,
Lufttemperatur,1574413200,G,,7.8,
Lufttemperatur,1574416800,G,,7.8,
Lufttemperatur,1574420400,G,,7.9,
Lufttemperatur,1574424000,G,,7.7,
Lufttemperatur,1574427600,G,,7.6,
Lufttemperatur,1574431200,G,,7.8,
Lufttemperatur,1574434800,G,,7.7,
Lufttemperatur,1574438400,G,,7.7,
Lufttemperatur,1574442000,G,,7.5,
Lufttemperatur,1574445600,G,,7.6,
Lufttemperatur,1574449200,G,,7.5,
Lufttemperatur,1574452800,G,,7.5,
Lufttemperatur,1574456400,G,,7.3,
Lufttemperatur,1574460000,G,,7.1,
Lufttemperatur,1574463600,G,,7.1,
Lufttemperatur,1574467200,G,,7.0,
Lufttemperatur,1574470800,G,,6.8,
Lufttemperatur,1574478000,G,,6.4,
Lufttemperatur,1574481600,G,,6.2,
Lufttemperatur,1574485200,G,,6.1,
Lufttemperatur,1574488800,G,,5.9,
Lufttemperatur,1574492400,G,,5.8,
Lufttemperatur,1574496000,G,,5.9,
Lufttemperatur,1574499600,G,,5.7,
Lufttemperatur,1574503200,G,,5.7,
Lufttemperatur,1574506800,G,,5.9,
Lufttemperatur,1574510400,G,,5.8,
Lufttemperatur,1574514000,G,,6.1,
Lufttemperatur,1574517600,G,,6.3,
Lufttemperatur,1574521200,G,,6.2,
Lufttemperatur,1574524800,G,,6.1,
Lufttemperatur,1574528400,G,,6.0,
Lufttemperatur,1574532000,G,,6.0,
Lufttemperatur,1574535600,G,,5.9,
Lufttemperatur,1574539200,G,,5.9,
Lufttemperatur,1574542800,G,,5.8,
Lufttemperatur,1574546400,G,,5.6,
Lufttemperatur,1574550000,G,,5.4,
Lufttemperatur,1574553600,G,,5.3,
Lufttemperatur,1574557200,G,,5.3,
Lufttemperatur,1574560800,G,,5.5,
Lufttemperatur,1574564400,G,,6.2,
Lufttemperatur,1574568000,G,,6.0,
Lufttemperatur,1574571600,G,,5.8,
Lufttemperatur,1574575200,G,,5.8,
Lufttemperatur,1574578800,G,,5.8,
Lufttemperatur,1574582400,G,,6.1,
Lufttemperatur,1574586000,G,,6.1,
Lufttemperatur,1574589600,G,,5.9,
Lufttemperatur,1574593200,G,,5.9,
Lufttemperatur,1574596800,G,,5.9,
Lufttemperatur,1574600400,G,,5.9,
Lufttemperatur,1574604000,G,,5.9,
Lufttemperatur,1574607600,G,,6.0,
Lufttemperatur,1574611200,G,,6.0,
Lufttemperatur,1574614800,G,,6.1,
Lufttemperatur,1574618400,G,,6.0,
Lufttemperatur,1574622000,G,,6.2,
Lufttemperatur,1574625600,G,,6.1,
Lufttemperatur,1574629200,G,,5.9,
Lufttemperatur,1574632800,G,,5.8,
Lufttemperatur,1574636400,G,,5.8,
Lufttemperatur,1574640000,G,,5.6,
Lufttemperatur,1574643600,G,,5.4,
Lufttemperatur,1574647200,G,,5.6,
Lufttemperatur,1574650800,G,,5.4,
Lufttemperatur,1574654400,G,,5.5,
Lufttemperatur,1574658000,G,,5.4,
Lufttemperatur,1574661600,G,,5.4,
Lufttemperatur,1574665200,G,,5.5,
Lufttemperatur,1574668800,G,,5.6,
Lufttemperatur,1574672400,G,,5.5,
Lufttemperatur,1574676000,G,,5.4,
Lufttemperatur,1574679600,G,,5.4,
Lufttemperatur,1574683200,G,,5.4,
Lufttemperatur,1574686800,G,,5.3,
Lufttemperatur,1574690400,G,,5.5,
Lufttemperatur,1574694000,G,,5.6,
Lufttemperatur,1574697600,G,,6.0,
Lufttemperatur,1574701200,G,,6.0,
Lufttemperatur,1574704800,G,,5.9,
Lufttemperatur,1574708400,G,,5.7,
Lufttemperatur,1574712000,G,,5.3,
Lufttemperatur,1574715600,G,,5.2,
Lufttemperatur,1574719200,G,,5.3,
Lufttemperatur,1574722800,G,,5.2,
Lufttemperatur,1574726400,G,,5.2,
Lufttemperatur,1574730000,G,,5.5,
Lufttemperatur,1574733600,G,,5.6,
Lufttemperatur,1574737200,G,,5.6,
Lufttemperatur,1574740800,G,,5.7,
Lufttemperatur,1574744400,G,,5.9,
Lufttemperatur,1574748000,G,,6.1,
Lufttemperatur,1574751600,G,,6.1,
Lufttemperatur,1574755200,G,,6.2,
Lufttemperatur,1574758800,G,,6.4,
Lufttemperatur,1574762400,G,,6.7,
Lufttemperatur,1574766000,G,,6.8,
Lufttemperatur,1574769600,G,,6.7,
Lufttemperatur,1574773200,G,,7.0,
Lufttemperatur,1574776800,G,,7.0,
Lufttemperatur,1574780400,G,,7.1,
Lufttemperatur,1574784000,G,,7.2,
Lufttemperatur,1574787600,G,,7.3,
Lufttemperatur,1574791200,G,,7.3,
Lufttemperatur,1574794800,G,,6.7,
Lufttemperatur,1574798400,G,,6.8,
Lufttemperatur,1574802000,G,,7.1,
Lufttemperatur,1574805600,G,,7.0,
Lufttemperatur,1574809200,G,,6.9,
Lufttemperatur,1574812800,G,,6.8,
Lufttemperatur,1574816400,G,,6.8,
Lufttemperatur,1574820000,G,,6.9,
Lufttemperatur,1574823600,G,,6.7,
Lufttemperatur,1574827200,G,,6.6,
Lufttemperatur,1574830800,G,,7.0,
Lufttemperatur,1574834400,G,,7.3,
Lufttemperatur,1574838000,G,,7.3,
Lufttemperatur,1574841600,G,,7.2,
Lufttemperatur,1574845200,G,,7.0,
Lufttemperatur,1574848800,G,,7.5,
Lufttemperatur,1574852400,G,,7.7,
Lufttemperatur,1574856000,G,,7.7,
Lufttemperatur,1574859600,G,,7.7,
Lufttemperatur,1574863200,G,,7.8,
Lufttemperatur,1574866800,G,,7.8,
Lufttemperatur,1574870400,G,,7.9,
Lufttemperatur,1574874000,G,,7.9,
Lufttemperatur,1574877600,G,,7.4,
Lufttemperatur,1574881200,G,,7.2,
Lufttemperatur,1574884800,G,,7.2,
Lufttemperatur,1574888400,G,,7.4,
Lufttemperatur,1574892000,G,,7.6,
Lufttemperatur,1574895600,G,,7.6,
Lufttemperatur,1574899200,G,,7.8,
Lufttemperatur,1574902800,G,,8.0,
Lufttemperatur,1574906400,G,,8.1,
Lufttemperatur,1574910000,G,,7.9,
Lufttemperatur,1574913600,G,,8.0,
Lufttemperatur,1574917200,G,,8.0,
Lufttemperatur,1574920800,G,,8.1,
Lufttemperatur,1574924400,G,,8.2,
Lufttemperatur,1574928000,G,,8.1,
Lufttemperatur,1574931600,G,,8.5,
Lufttemperatur,1574935200,G,,8.5,
Lufttemperatur,1574938800,G,,8.5,
Lufttemperatur,1574942400,G,,8.8,
Lufttemperatur,1574946000,G,,8.8,
Lufttemperatur,1574949600,G,,8.6,
Lufttemperatur,1574953200,G,,8.6,
Lufttemperatur,1574956800,G,,8.7,
Lufttemperatur,1574960400,G,,8.6,
Lufttemperatur,1574964000,G,,8.6,
Lufttemperatur,1574967600,G,,8.7,
Lufttemperatur,1574971200,G,,8.4,
Lufttemperatur,1574974800,G,,8.6,
Lufttemperatur,1574978400,G,,8.4,
Lufttemperatur,1574982000,G,,8.3,
Lufttemperatur,1574985600,G,,8.4,
Lufttemperatur,1574989200,G,,8.3,
Lufttemperatur,1574992800,G,,8.3,
Lufttemperatur,1574996400,G,,7.7,
Lufttemperatur,1575000000,G,,6.8,
Lufttemperatur,1575003600,G,,5.9,
Lufttemperatur,1575007200,G,,6.1,
Lufttemperatur,1575010800,G,,5.8,
Lufttemperatur,1575014400,G,,5.0,
Lufttemperatur,1575018000,G,,4.8,
Lufttemperatur,1575021600,G,,2.6,
Lufttemperatur,1575025200,G,,1.2,
Lufttemperatur,1575028800,G,,1.2,
Lufttemperatur,1575032400,G,,1.1,
Lufttemperatur,1575036000,G,,1.0,
Lufttemperatur,1575039600,G,,0.5,
Lufttemperatur,1575043200,G,,0.3,
Lufttemperatur,1575046800,G,,0.3,
Lufttemperatur,1575050400,G,,0.5,
Lufttemperatur,1575054000,G,,0.4,
Lufttemperatur,1575057600,G,,0.1,
Lufttemperatur,1575061200,G,,0.1,
Lufttemperatur,1575064800,G,,-0.3,
Lufttemperatur,1575068400,G,,-0.4,
Lufttemperatur,1575072000,G,,-0.4,
Lufttemperatur,1575075600,G,,-0.8,
Lufttemperatur,1575079200,G,,-1.1,
Lufttemperatur,1575082800,G,,-1.1,
Lufttemperatur,1575086400,G,,-0.8,
Lufttemperatur,1575090000,G,,-1.0,
Lufttemperatur,1575093600,G,,-0.9,
Lufttemperatur,1575097200,G,,-0.1,
Lufttemperatur,1575100800,G,,0.6,
Lufttemperatur,1575104400,G,,1.6,
Lufttemperatur,1575108000,G,,2.5,
Lufttemperatur,1575111600,G,,2.6,
Lufttemperatur,1575115200,G,,2.4,
Lufttemperatur,1575118800,G,,2.3,
Lufttemperatur,1575122400,G,,1.9,
Lufttemperatur,1575126000,G,,1.3,
Lufttemperatur,1575129600,G,,0.8,
Lufttemperatur,1575133200,G,,0.3,
Lufttemperatur,1575136800,G,,-0.2,
Lufttemperatur,1575140400,G,,-0.3,
Lufttemperatur,1575144000,G,,-0.3,
Lufttemperatur,1575147600,G,,-0.6,
Lufttemperatur,1575151200,G,,-0.8,
Lufttemperatur,1575154800,G,,-1.6,
Lufttemperatur,1575158400,G,,-2.2,
Lufttemperatur,1575162000,G,,-2.2,
Lufttemperatur,1575165600,G,,-2.2,
Lufttemperatur,1575169200,G,,-2.6,
Lufttemperatur,1575172800,G,,-2.9,
Lufttemperatur,1575176400,G,,-2.4,
Lufttemperatur,1575180000,G,,-1.8,
Lufttemperatur,1575183600,G,,-1.3,
Lufttemperatur,1575187200,G,,-0.9,
Lufttemperatur,1575190800,G,,0.6,
Lufttemperatur,1575194400,G,,1.3,
Lufttemperatur,1575198000,G,,2.4,
Lufttemperatur,1575201600,G,,3.4,
Lufttemperatur,1575205200,G,,2.5,
Lufttemperatur,1575208800,G,,2.7,
Lufttemperatur,1575212400,G,,2.5,
Lufttemperatur,1575216000,G,,3.4,
Lufttemperatur,1575219600,G,,4.0,
Lufttemperatur,1575223200,G,,4.2,
Lufttemperatur,1575226800,G,,3.8,
Lufttemperatur,1575230400,G,,4.0,
Lufttemperatur,1575234000,G,,4.2,
Lufttemperatur,1575237600,G,,4.8,
Lufttemperatur,1575241200,G,,4.7,
Lufttemperatur,1575244800,G,,4.4,
Lufttemperatur,1575248400,G,,4.0,
Lufttemperatur,1575252000,G,,4.0,
Lufttemperatur,1575255600,G,,2.9,
Lufttemperatur,1575259200,G,,3.0,
Lufttemperatur,1575262800,G,,2.6,
Lufttemperatur,1575266400,G,,2.1,
Lufttemperatur,1575270000,G,,2.0,
Lufttemperatur,1575273600,G,,1.4,
Lufttemperatur,1575277200,G,,1.5,
Lufttemperatur,1575280800,G,,1.6,
Lufttemperatur,1575284400,G,,2.0,
Lufttemperatur,1575288000,G,,2.2,
Lufttemperatur,1575291600,G,,1.6,
Lufttemperatur,1575295200,G,,1.2,
Lufttemperatur,1575298800,G,,0.4,
Lufttemperatur,1575302400,G,,0.2,
Lufttemperatur,1575306000,G,,-0.3,
Lufttemperatur,1575309600,G,,-0.5,
Lufttemperatur,1575313200,G,,-0.5,
Lufttemperatur,1575316800,G,,-0.9,
Lufttemperatur,1575320400,G,,-1.2,
Lufttemperatur,1575324000,G,,-1.1,
Lufttemperatur,1575327600,G,,-1.3,
Lufttemperatur,1575331200,G,,-1.4,
Lufttemperatur,1575334800,G,,-1.9,
Lufttemperatur,1575338400,G,,-1.8,
Lufttemperatur,1575342000,G,,-1.7,
Lufttemperatur,1575345600,G,,-2.0,
Lufttemperatur,1575349200,G,,-2.3,
Lufttemperatur,1575352800,G,,-2.0,
Lufttemperatur,1575356400,G,,-1.5,
Lufttemperatur,1575360000,G,,-1.1,
Lufttemperatur,1575363600,G,,0.1,
Lufttemperatur,1575367200,G,,4.0,
Lufttemperatur,1575370800,G,,4.6,
Lufttemperatur,1575374400,G,,4.9,
Lufttemperatur,1575378000,G,,5.1,
Lufttemperatur,1575381600,G,,5.0,
Lufttemperatur,1575385200,G,,5.7,
Lufttemperatur,1575388800,G,,6.1,
Lufttemperatur,1575392400,G,,6.4,
Lufttemperatur,1575396000,G,,6.8,
Lufttemperatur,1575399600,G,,6.9,
Lufttemperatur,1575403200,G,,7.0,
Lufttemperatur,1575406800,G,,6.9,
Lufttemperatur,1575410400,G,,6.8,
Lufttemperatur,1575414000,G,,6.8,
Lufttemperatur,1575417600,G,,6.9,
Lufttemperatur,1575421200,G,,6.9,
Lufttemperatur,1575424800,G,,6.8,
Lufttemperatur,1575428400,G,,6.9,
Lufttemperatur,1575432000,G,,6.7,
Lufttemperatur,1575435600,G,,6.8,
Lufttemperatur,1575439200,G,,7.0,
Lufttemperatur,1575442800,G,,7.1,
Lufttemperatur,1575446400,G,,7.2,
Lufttemperatur,1575450000,G,,7.3,
Lufttemperatur,1575453600,G,,7.3,
Lufttemperatur,1575457200,G,,7.3,
Lufttemperatur,1575460800,G,,7.1,
Lufttemperatur,1575464400,G,,6.8,
Lufttemperatur,1575468000,G,,7.0,
Lufttemperatur,1575471600,G,,6.9,
Lufttemperatur,1575475200,G,,6.6,
Lufttemperatur,1575478800,G,,6.5,
Lufttemperatur,1575482400,G,,6.6,
Lufttemperatur,1575486000,G,,6.7,
Lufttemperatur,1575489600,G,,6.7,
Lufttemperatur,1575493200,G,,6.6,
Lufttemperatur,1575496800,G,,6.3,
Lufttemperatur,1575500400,G,,6.7,
Lufttemperatur,1575504000,G,,6.6,
Lufttemperatur,1575507600,G,,6.3,
Lufttemperatur,1575511200,G,,6.4,
Lufttemperatur,1575514800,G,,6.5,
Lufttemperatur,1575518400,G,,6.6,
Lufttemperatur,1575522000,G,,6.9,
Lufttemperatur,1575525600,G,,6.9,
Lufttemperatur,1575529200,G,,6.9,
Lufttemperatur,1575532800,G,,6.8,
Lufttemperatur,1575536400,G,,6.9,
Lufttemperatur,1575540000,G,,7.0,
Lufttemperatur,1575543600,G,,7.0,
Lufttemperatur,1575547200,G,,7.0,
Lufttemperatur,1575550800,G,,6.9,
Lufttemperatur,1575554400,G,,6.9,
Lufttemperatur,1575558000,G,,6.9,
Lufttemperatur,1575561600,G,,6.8,
Lufttemperatur,1575565200,G,,6.6,
Lufttemperatur,1575568800,G,,6.8,
Lufttemperatur,1575572400,G,,6.9,
Lufttemperatur,1575576000,G,,6.8,
Lufttemperatur,1575579600,G,,6.6,
Lufttemperatur,1575583200,G,,6.8,
Lufttemperatur,1575586800,G,,6.7,
Lufttemperatur,1575590400,G,,7.0,
Lufttemperatur,1575594000,G,,6.8,
Lufttemperatur,1575597600,G,,6.1,
Lufttemperatur,1575601200,G,,5.8,
Lufttemperatur,1575604800,G,,6.2,
Lufttemperatur,1575608400,G,,6.7,
Lufttemperatur,1575612000,G,,7.1,
Lufttemperatur,1575615600,G,,7.3,
Lufttemperatur,1575619200,G,,7.5,
Lufttemperatur,1575622800,G,,7.8,
Lufttemperatur,1575626400,G,,7.8,
Lufttemperatur,1575630000,G,,7.9,
Lufttemperatur,1575633600,G,,8.0,
Lufttemperatur,1575637200,G,,7.8,
Lufttemperatur,1575640800,G,,7.6,
Lufttemperatur,1575644400,G,,7.7,
Lufttemperatur,1575648000,G,,7.5,
Lufttemperatur,1575651600,G,,7.3,
Lufttemperatur,1575655200,G,,7.0,
Lufttemperatur,1575658800,G,,7.2,
Lufttemperatur,1575662400,G,,7.1,
Lufttemperatur,1575666000,G,,7.1,
Lufttemperatur,1575669600,G,,7.1,
Lufttemperatur,1575673200,G,,7.2,
Lufttemperatur,1575676800,G,,7.2,
Lufttemperatur,1575680400,G,,7.3,
Lufttemperatur,1575684000,G,,7.4,
Lufttemperatur,1575687600,G,,7.5,
Lufttemperatur,1575691200,G,,7.5,
Lufttemperatur,1575694800,G,,7.8,
Lufttemperatur,1575698400,G,,7.8,
Lufttemperatur,1575702000,G,,7.9,
Lufttemperatur,1575705600,G,,8.0,
Lufttemperatur,1575709200,G,,8.1,
Lufttemperatur,1575712800,G,,7.9,
Lufttemperatur,1575716400,G,,7.6,
Lufttemperatur,1575720000,G,,7.4,
Lufttemperatur,1575723600,G,,7.1,
Lufttemperatur,1575727200,G,,6.7,
Lufttemperatur,1575730800,G,,6.4,
Lufttemperatur,1575734400,G,,6.1,
Lufttemperatur,1575738000,G,,6.0,
Lufttemperatur,1575741600,G,,5.8,
Lufttemperatur,1575745200,G,,5.6,
Lufttemperatur,1575748800,G,,5.8,
Lufttemperatur,1575752400,G,,5.8,
Lufttemperatur,1575756000,G,,5.7,
Lufttemperatur,1575759600,G,,5.4,
Lufttemperatur,1575763200,G,,5.7,
Lufttemperatur,1575766800,G,,6.1,
Lufttemperatur,1575770400,G,,6.3,
Lufttemperatur,1575774000,G,,6.9,
Lufttemperatur,1575777600,G,,6.7,
Lufttemperatur,1575781200,G,,7.5,
Lufttemperatur,1575784800,G,,7.3,
Lufttemperatur,1575788400,G,,7.1,
Lufttemperatur,1575792000,G,,7.1,
Lufttemperatur,1575795600,G,,7.6,
Lufttemperatur,1575799200,G,,7.3,
Lufttemperatur,1575802800,G,,7.4,
Lufttemperatur,1575806400,G,,7.6,
Lufttemperatur,1575810000,G,,7.8,
Lufttemperatur,1575813600,G,,7.9,
Lufttemperatur,1575817200,G,,8.4,
Lufttemperatur,1575820800,G,,8.6,
Lufttemperatur,1575824400,G,,8.5,
Lufttemperatur,1575828000,G,,8.1,
Lufttemperatur,1575831600,G,,7.7,
Lufttemperatur,1575835200,G,,7.8,
Lufttemperatur,1575838800,G,,7.7,
Lufttemperatur,1575842400,G,,7.4,
Lufttemperatur,1575846000,G,,7.2,
Lufttemperatur,1575849600,G,,7.1,
Lufttemperatur,1575853200,G,,6.9,
Lufttemperatur,1575856800,G,,7.1,
Lufttemperatur,1575860400,G,,7.1,
Lufttemperatur,1575864000,G,,6.9,
Lufttemperatur,1575867600,G,,7.0,
Lufttemperatur,1575871200,G,,7.1,
Lufttemperatur,1575874800,G,,7.1,
Lufttemperatur,1575878400,G,,7.2,
Lufttemperatur,1575882000,G,,7.4,
Lufttemperatur,1575885600,G,,7.5,
Lufttemperatur,1575889200,G,,7.5,
Lufttemperatur,1575892800,G,,7.3,
Lufttemperatur,1575896400,G,,7.5,
Lufttemperatur,1575900000,G,,7.6,
Lufttemperatur,1575903600,G,,7.4,
Lufttemperatur,1575907200,G,,7.5,
Lufttemperatur,1575910800,G,,7.1,
Lufttemperatur,1575914400,G,,6.9,
Lufttemperatur,1575918000,G,,6.7,
Lufttemperatur,1575921600,G,,6.7,
Lufttemperatur,1575925200,G,,6.1,
Lufttemperatur,1575928800,G,,5.8,
Lufttemperatur,1575932400,G,,4.5,
Lufttemperatur,1575936000,G,,3.3,
Lufttemperatur,1575939600,G,,2.5,
Lufttemperatur,1575943200,G,,2.4,
Lufttemperatur,1575946800,G,,1.9,
Lufttemperatur,1575950400,G,,1.2,
Lufttemperatur,1575954000,G,,1.0,
Lufttemperatur,1575957600,G,,0.5,
Lufttemperatur,1575961200,G,,0.2,
Lufttemperatur,1575964800,G,,0.4,
Lufttemperatur,1575968400,G,,0.7,
Lufttemperatur,1575972000,G,,1.4,
Lufttemperatur,1575975600,G,,2.0,
Lufttemperatur,1575979200,G,,2.2,
Lufttemperatur,1575982800,G,,1.9,
Lufttemperatur,1575986400,G,,1.7,
Lufttemperatur,1575990000,G,,1.8,
Lufttemperatur,1575993600,G,,2.6,
Lufttemperatur,1575997200,G,,3.7,
Lufttemperatur,1576000800,G,,4.9,
Lufttemperatur,1576004400,G,,5.3,
Lufttemperatur,1576008000,G,,5.5,
Lufttemperatur,1576011600,G,,5.7,
Lufttemperatur,1576015200,G,,5.8,
Lufttemperatur,1576018800,G,,5.8,
Lufttemperatur,1576022400,G,,5.9,
Lufttemperatur,1576026000,G,,5.9,
Lufttemperatur,1576029600,G,,5.9,
Lufttemperatur,1576033200,G,,6.1,
Lufttemperatur,1576036800,G,,5.8,
Lufttemperatur,1576040400,G,,5.9,
Lufttemperatur,1576044000,G,,5.9,
Lufttemperatur,1576047600,G,,5.8,
Lufttemperatur,1576051200,G,,5.6,
